0.72733, 0.02219
0.72733, 0.02265
0.72431, 0.02313
0.72129, 0.02361
0.71828, 0.02361
0.71526, 0.02361
0.71224, 0.02411
0.70922, 0.02411
0.70621, 0.02411
0.70319, 0.02411
0.70017, 0.02411
0.69715, 0.02411
0.69413, 0.02411
0.69112, 0.02411
0.6881, 0.02411
0.68508, 0.02461
0.68206, 0.02461
0.67904, 0.02461
0.67603, 0.02461
0.67301, 0.02461
0.66999, 0.02461
0.66697, 0.02461
0.66396, 0.02461
0.66094, 0.02461
0.65792, 0.02411
0.6549, 0.02461
0.65188, 0.02461
0.64887, 0.02461
0.64585, 0.02411
0.64283, 0.02411
0.63981, 0.02411
0.63679, 0.02411
0.63378, 0.02411
0.63076, 0.02411
0.62774, 0.02411
0.62472, 0.02411
0.62171, 0.02361
0.61869, 0.02361
0.61567, 0.02361
0.61265, 0.02361
0.60963, 0.02361
0.60662, 0.02313
0.6036, 0.02313
0.60058, 0.02313
0.59756, 0.02265
0.59756, 0.02219
0.59756, 0.02173
0.60058, 0.02128
0.6036, 0.02085
0.60662, 0.02085
0.60963, 0.02085
0.61265, 0.02085
0.61567, 0.02042
0.61869, 0.02042
0.62171, 0.02042
0.62472, 0.02042
0.62774, 0.02042
0.63076, 0.02042
0.63378, 0.02042
0.63679, 0.02042
0.63981, 0.02
0.64283, 0.02
0.64585, 0.02
0.64887, 0.02
0.65188, 0.02
0.6549, 0.02
0.65792, 0.02
0.66094, 0.02
0.66396, 0.01959
0.66697, 0.01959
0.66999, 0.01959
0.67301, 0.01959
0.67603, 0.02
0.67904, 0.02
0.68206, 0.02
0.68508, 0.02
0.6881, 0.02
0.69112, 0.02
0.69413, 0.02
0.69715, 0.02
0.70017, 0.02
0.70319, 0.02
0.70621, 0.02042
0.70922, 0.02042
0.71224, 0.02042
0.71526, 0.02042
0.71828, 0.02085
0.72129, 0.02042
0.72431, 0.02042
0.72733, 0.02042
0.73035, 0.02085
0.73337, 0.02085
0.73638, 0.02085
0.7394, 0.02128
0.74242, 0.02173
0.74242, 0.02219
0.74242, 0.02265
0.7394, 0.02313
0.73638, 0.02313
0.73337, 0.02313
0.73035, 0.02313
