0.62247, 0.35181
0.61945, 0.35181
0.61643, 0.35181
0.61342, 0.35181
0.6104, 0.35181
0.60738, 0.35181
0.60436, 0.34879
0.60134, 0.34879
0.59832, 0.34578
0.59832, 0.34276
0.59832, 0.33975
0.59832, 0.33673
0.59832, 0.33372
0.59832, 0.3307
0.59832, 0.32769
0.60134, 0.32467
0.60134, 0.32166
0.60436, 0.31864
0.60436, 0.31563
0.60738, 0.31261
0.6104, 0.3096
0.61342, 0.30658
0.61643, 0.30357
0.61945, 0.30055
0.62247, 0.29754
0.62549, 0.29452
0.62851, 0.29151
0.63153, 0.29151
0.63455, 0.28849
0.63757, 0.28548
0.64059, 0.28548
0.6436, 0.28246
0.64662, 0.27945
0.64964, 0.27945
0.65266, 0.27643
0.65568, 0.27643
0.6587, 0.27342
0.66172, 0.27342
0.66474, 0.2704
0.66776, 0.2704
0.67077, 0.2704
0.67379, 0.26739
0.67681, 0.26739
0.67983, 0.26739
0.68285, 0.26437
0.68587, 0.26437
0.68889, 0.26437
0.69191, 0.26437
0.69493, 0.26437
0.69794, 0.26437
0.70096, 0.26437
0.70398, 0.26136
0.707, 0.26136
0.71002, 0.26136
0.71304, 0.26136
0.71606, 0.26136
0.71908, 0.26437
0.7221, 0.26437
0.72511, 0.26437
0.72813, 0.26437
0.73115, 0.26437
0.73417, 0.26739
0.73719, 0.26739
0.74021, 0.2704
0.74323, 0.27342
0.74625, 0.27643
0.74625, 0.27945
0.74625, 0.28246
0.74625, 0.28548
0.74625, 0.28849
0.74323, 0.29151
0.74323, 0.29452
0.74021, 0.29754
0.74021, 0.30055
0.73719, 0.30357
0.73417, 0.30658
0.73115, 0.3096
0.72813, 0.3096
0.72511, 0.31261
0.7221, 0.31563
0.71908, 0.31864
0.71606, 0.32166
0.71304, 0.32166
0.71002, 0.32467
0.707, 0.32467
0.70398, 0.32769
0.70096, 0.32769
0.69794, 0.3307
0.69493, 0.3307
0.69191, 0.33372
0.68889, 0.33372
0.68587, 0.33673
0.68285, 0.33673
0.67983, 0.33975
0.67681, 0.33975
0.67379, 0.33975
0.67077, 0.33975
0.66776, 0.34276
0.66474, 0.34578
0.66172, 0.34578
0.6587, 0.34578
0.65568, 0.34578
0.65266, 0.34879
0.64964, 0.34879
0.64662, 0.34879
0.6436, 0.34879
0.64059, 0.34879
0.63757, 0.35181
0.63455, 0.35181
0.63153, 0.35181
